name,x,y
novak,579700,125996
novak,404076,285506
novak,488777,154029
novak,379067,387948
novak,379209,380688
novak,560865,272775
novak,555600,258987
novak,567555,190319
novak,572347,184182
novak,562850,196803
novak,573973,184745
novak,546152,202886
novak,542508,205952
novak,550848,235255
novak,603646,284769
novak,647224,311140
novak,623689,306203
novak,621630,313674
novak,559171,310821
novak,571143,286921
novak,568253,292972
novak,577015,290670
novak,561952,261943
novak,615707,239447
novak,611158,245700
novak,622556,245183
novak,618442,244218
novak,616068,250693
novak,618027,246723
novak,618454,244217
novak,634741,237641
novak,629195,237364
novak,557542,282810
novak,605322,293222
novak,604850,286741
novak,611365,290457
novak,582250,264705
novak,542552,186425
novak,356507,395475
novak,558474,173422
novak,451873,532778
novak,453704,535958
novak,472474,141633
novak,374616,423818
novak,372119,425133
novak,377477,428272
novak,334529,368263
novak,267384,193895
novak,265428,196860
novak,270241,198951
novak,265670,201666
novak,265974,204267
novak,292193,382948
novak,295862,376741
novak,288848,180606
novak,292219,185598
novak,293140,181508
novak,292541,176529
novak,543688,179307
novak,419612,135624
novak,419364,132190
novak,412124,329291
novak,431769,342257
novak,435490,334097
novak,444891,532092
novak,452155,529443
novak,447833,533239
novak,446874,529936
novak,445351,528545
novak,448921,532265
novak,445764,516454
novak,411944,533543
novak,431187,521155
novak,336226,504536
novak,450279,534952
novak,448736,530842
novak,285975,286143
novak,444932,238216
novak,373731,161932
novak,370771,162204
novak,375389,197605
novak,387362,246011
novak,409463,267068
novak,449245,213367
novak,456155,193076
novak,476350,186573
novak,429724,216302
novak,380939,161961
novak,391238,166873
novak,419124,187805
novak,376952,165578
novak,377914,274244
novak,386169,268978
novak,377859,271147
novak,452006,217118
novak,453290,213792
novak,453661,208449
novak,342947,362461
novak,527226,181864
novak,534341,186545
novak,531718,186544
novak,532621,189630
novak,511783,198852
novak,296718,94431
novak,341508,335043
novak,419365,239377
novak,503628,376706
novak,537969,186146
novak,178213,49446
novak,344454,333475
novak,501461,178143
novak,532806,193809
novak,430265,452129
novak,518051,229673
novak,391579,407633
novak,492366,265139
novak,490080,271439
novak,486743,269193
novak,543811,184082
novak,282668,57240
novak,432903,277084
novak,379843,259564
novak,514416,164336
novak,349912,204996
novak,406504,287495
novak,526175,184371
novak,420130,528290
novak,527481,135333
novak,534837,181744
novak,438293,111505
novak,546108,192149
novak,391683,396864
novak,388676,392009
novak,386215,390259
novak,447131,298692
novak,534292,176621
novak,329254,193341
novak,209393,208680
novak,450522,330490
novak,450590,337916
novak,279173,378549
novak,455633,207476
novak,289803,57473
novak,527284,405962
novak,357402,176605
novak,387631,650319
novak,333358,662886
novak,329831,667776
novak,333069,665548
novak,518360,178367
novak,514686,180823
novak,515531,177457
novak,516901,181943
novak,317113,744028
novak,296499,757200
novak,235124,639431
novak,240082,638102
novak,232623,637478
novak,234204,632767
novak,236322,635727
novak,251855,623705
novak,254911,627964
novak,250010,636092
novak,242910,677189
novak,267573,853267
novak,266417,846563
novak,204819,896256
novak,277505,852256
novak,266845,846329
novak,299279,668177
novak,239771,560480
novak,470346,172269
novak,470698,167082
novak,245486,626126
novak,479053,260662
novak,477282,258144
novak,378666,867058
novak,387405,796730
novak,470706,139359
novak,471873,140116
novak,466493,134191
novak,473890,133376
novak,514663,186797
novak,515430,190640
novak,519757,190853
novak,526588,167118
novak,534694,177724
novak,389042,393237
novak,338205,363508
novak,511149,197151
novak,356089,386578
novak,352607,364654
novak,520610,324518
novak,531072,131956
novak,538992,194700
novak,405266,287444
novak,531021,184845
novak,349984,261617
novak,324284,252692
novak,386444,387252
novak,388422,384751
novak,387558,206253
novak,249966,360544
novak,442511,485300
novak,572947,155074
novak,297338,666511
novak,480081,354187
novak,475284,355831
novak,412861,555312
novak,519943,185681
novak,522147,193790
novak,523133,197629
novak,529100,193260
novak,524542,188749
novak,531472,194194
novak,521446,182417
novak,520639,181304
novak,520247,183389
novak,519424,184598
novak,522813,187869
novak,513739,185950
novak,525606,181762
novak,517475,187971
novak,533323,189667
novak,530637,193375
novak,537246,199489
novak,537162,193589
novak,532620,195549
novak,532769,196792
novak,531616,191350
novak,535616,199170
novak,538048,196495
novak,530169,202228
novak,520123,184821
novak,528993,180271
novak,522304,184886
novak,527453,181959
novak,523547,107188
novak,528844,108008
novak,532603,105263
novak,529962,113374
novak,532209,105866
novak,531538,111814
novak,527466,111546
novak,534795,110739
novak,537049,110905
novak,536809,107591
novak,529666,99970
novak,524505,110085
novak,533482,107391
novak,526310,104775
novak,390961,415210
novak,390218,415177
novak,395490,411151
novak,498061,366138
novak,456493,306041
novak,454639,305839
novak,456139,306445
novak,463585,299030
novak,458027,300374
novak,462227,307505
novak,457449,305393
novak,348559,150270
novak,348147,150986
novak,356671,148299
novak,476300,236475
novak,480731,239988
novak,372824,145279
novak,380368,152161
novak,489448,240815
novak,486458,240550
novak,490626,239891
novak,489293,242173
novak,484730,236561
novak,619231,285223
novak,615190,292468
novak,351544,172480
novak,356368,114914
novak,357305,117261
novak,358809,113027
novak,354633,120676
novak,353423,115849
novak,432734,1139073
novak,461560,337608
novak,454775,338221
novak,453035,335840
novak,472303,179472
novak,468795,177174
novak,466982,165236
novak,477532,174085
novak,464984,169892
novak,462619,172271
novak,394438,291405
novak,400751,287464
novak,504967,162350
novak,392018,349489
novak,394345,348602
novak,389504,347113
novak,388790,353209
novak,389193,351160
novak,389139,338588
novak,387004,357335
novak,391667,353376
novak,338479,395588
novak,337679,391944
novak,332936,393851
novak,359431,395631
novak,354697,400440
novak,355723,401509
novak,423011,295861
novak,341583,387526
novak,327722,384071
novak,326017,389963
novak,335961,385176
novak,332781,386138
novak,332771,389477
novak,333814,388447
novak,397467,402781
novak,392725,401722
novak,396881,409141
novak,572840,171527
novak,573075,167587
novak,427337,559172
novak,423961,559787
novak,431690,560828
novak,362653,313548
novak,374701,304608
novak,537122,185468
novak,433554,567131
novak,431567,566230
novak,430273,565864
novak,437253,571591
novak,429943,564549
novak,525684,174058
novak,526624,167300
novak,297983,641722
novak,620864,134574
novak,520789,189150
novak,526220,184874
novak,529116,181921
novak,529618,181177
novak,528528,178518
novak,526886,178514
novak,527139,189211
novak,534894,186565
novak,366228,172214
novak,367412,187573
novak,365550,186783
novak,530424,164719
novak,521585,165068
novak,529148,160711
novak,523642,108289
novak,527318,110062
novak,533694,175248
novak,387060,441770
novak,443846,428104
novak,444244,417791
novak,446346,410524
novak,438769,420691
novak,433257,419098
novak,535910,183042
novak,425202,429695
novak,436197,438662
novak,433079,438010
novak,438095,432161
novak,425419,429278
novak,432567,428068
novak,420693,446622
novak,430345,442502
novak,433223,420037
novak,473343,230559
novak,385663,395690
novak,382033,398636
novak,382426,399215
novak,388307,394664
novak,388331,392929
novak,390739,395978
novak,391524,401134
novak,385998,401791
novak,386053,392634
novak,388709,397992
novak,386843,402023
novak,388210,405601
novak,412140,413559
novak,409272,414787
novak,412389,413536
novak,390433,287498
novak,392515,288429
novak,387801,290580
novak,393829,284439
novak,386120,284429
novak,343556,729230
novak,323688,673167
novak,316221,674244
novak,322730,673300
novak,323775,673543
novak,326842,672283
novak,325496,671217
novak,321607,671082
novak,326109,674311
novak,323586,670472
novak,322435,680518
novak,323229,675940
novak,329301,675107
novak,259165,659549
novak,253338,53886
novak,343496,732882
novak,539251,180403
novak,449040,409493
novak,527695,178034
novak,379608,271009
novak,381836,265258
novak,382101,273130
novak,528362,166830
novak,385716,393504
novak,377064,426369
novak,377256,421269
novak,407310,289876
novak,380288,425753
novak,538074,176139
novak,452341,202288
novak,472985,451696
novak,404308,246008
novak,248067,672748
novak,520149,187205
novak,521717,195957
novak,535555,185946
novak,377667,423973
novak,380547,425150
novak,528750,110116
novak,535538,176044
novak,523102,184451
novak,425878,561743
novak,513690,176256
novak,467350,455917
novak,243229,339298
novak,409311,439493
novak,310885,401620
novak,397332,341361
novak,333442,690589
novak,347958,364589
novak,310100,382299
novak,288448,395553
novak,306161,352585
novak,408297,93576
novak,486812,258808
novak,383312,271820
novak,441387,119432
novak,538401,182619
novak,291707,284095
novak,285164,280003
