name,x,y
longley,411678,417447
longley,412596,419363
longley,410172,421305
longley,408618,427770
longley,416243,419340
longley,416329,418994
longley,417252,421978
longley,410293,425843
longley,409526,416376
longley,404485,417294
longley,440229,490682
longley,492180,405257
longley,486644,406019
longley,488269,406098
longley,434983,385741
longley,430872,381963
longley,430859,409831
longley,430731,403216
longley,441188,406688
longley,434149,409679
longley,456321,419983
longley,522920,465099
longley,567620,104340
longley,580181,111430
longley,585217,109086
longley,578671,111363
longley,580950,109821
longley,583300,111867
longley,577725,108932
longley,576982,115570
longley,580680,113033
longley,573273,107902
longley,581429,111892
longley,579287,107961
longley,578137,118144
longley,575050,113582
longley,571349,120943
longley,574098,118759
longley,573937,116210
longley,571388,112133
longley,566915,112243
longley,575005,109533
longley,570922,108133
longley,575412,113376
longley,586977,127785
longley,573829,108235
longley,568871,114747
longley,566098,109191
longley,566997,114406
longley,559030,126659
longley,555067,134034
longley,553584,131411
longley,549459,133617
longley,556198,129315
longley,552674,129739
longley,558489,102450
longley,555253,110323
longley,559385,104836
longley,554725,142354
longley,544718,116572
longley,472232,138760
longley,453467,114362
longley,444943,120466
longley,449032,116167
longley,443708,109158
longley,447359,107425
longley,446824,106092
longley,451366,103145
longley,457299,107249
longley,453975,104722
longley,456773,106637
longley,460960,102724
longley,448084,102368
longley,460764,106275
longley,455425,106227
longley,462690,101871
longley,458071,110275
longley,451615,110706
longley,452192,106373
longley,473171,110800
longley,469025,114205
longley,470770,114113
longley,471320,104244
longley,443308,108437
longley,440241,123188
longley,439454,117735
longley,443764,119874
longley,450916,130174
longley,442326,116433
longley,444644,115902
longley,446116,112657
longley,443478,117465
longley,434823,117045
longley,439959,116428
longley,440101,117262
longley,443861,112304
longley,445455,96876
longley,599918,142266
longley,600593,142172
longley,602388,142512
longley,600925,146908
longley,601275,146607
longley,600602,148414
longley,602384,147396
longley,602895,149857
longley,607435,143880
longley,609423,160570
longley,612793,152168
longley,611625,161275
longley,617372,153662
longley,613988,163102
longley,613606,156870
longley,618046,156594
longley,618613,158115
longley,617542,157880
longley,616142,162156
longley,617644,158780
longley,618173,153563
longley,622800,163189
longley,620546,170831
longley,617023,166725
longley,621627,170359
longley,617440,170810
longley,619234,167998
longley,620721,164840
longley,562023,173314
longley,558596,176238
longley,567319,173473
longley,559261,166284
longley,636263,154235
longley,633446,147005
longley,632008,144154
longley,626005,146613
longley,634351,160790
longley,635963,154432
longley,564686,167726
longley,562429,165580
longley,565137,166090
longley,588081,158751
longley,591565,161778
longley,586235,168027
longley,626365,166110
longley,629264,167373
longley,630802,166122
longley,627994,166924
longley,634996,168732
longley,633456,172161
longley,626807,172666
longley,642605,170250
longley,633419,172328
longley,634531,167207
longley,628822,170752
longley,630734,167766
longley,630622,171168
longley,629972,170952
longley,634640,166873
longley,635613,162348
longley,634084,164894
longley,634778,165358
longley,638411,167666
longley,636207,161219
longley,639923,165785
longley,641228,164297
longley,633089,165173
longley,635476,167555
longley,572121,156347
longley,573854,160440
longley,575865,159885
longley,566506,157809
longley,570206,159591
longley,567510,163906
longley,556238,147498
longley,558957,148405
longley,562240,142991
longley,560166,141989
longley,551909,148236
longley,555900,146702
longley,579143,129324
longley,573152,138094
longley,559722,141558
longley,564499,141496
longley,560518,139315
longley,560268,136393
longley,584919,167666
longley,579999,168079
longley,578106,168516
longley,578119,162316
longley,580837,166788
longley,515487,168305
longley,516834,173407
longley,516937,172117
longley,517018,173104
longley,516481,169136
longley,518104,171636
longley,497915,146339
longley,495705,144656
longley,532633,156776
longley,528280,153983
longley,497195,165541
longley,499607,167368
longley,486763,153962
longley,537708,157909
longley,530220,156570
longley,538784,152909
longley,543164,154229
longley,540682,153016
longley,536810,157274
longley,501862,137319
longley,485013,153069
longley,485328,150709
longley,495771,140502
longley,490580,144774
longley,501627,147450
longley,494418,135006
longley,500751,162364
longley,502777,161823
longley,498276,156612
longley,499802,102215
longley,491716,101023
longley,490681,100232
longley,489543,102722
longley,506568,102396
longley,501901,103315
longley,498227,99034
longley,504103,107607
longley,498579,103156
longley,510905,107367
longley,504224,106092
longley,490325,105785
longley,473024,101716
longley,489498,133303
longley,485333,133922
longley,489622,127527
longley,485603,132296
longley,533536,131878
longley,532949,137699
longley,530707,139938
longley,527993,138948
longley,528271,132652
longley,531764,137739
longley,525328,132097
longley,526035,137877
longley,511609,128369
longley,515904,128409
longley,523603,128641
longley,516333,128466
longley,513554,128196
longley,518928,135633
longley,515896,134288
longley,513505,132792
longley,514976,128713
longley,531437,118016
longley,540424,140365
longley,539780,143260
longley,536249,138630
longley,544061,137396
longley,530793,118955
longley,531171,121899
longley,533015,121815
longley,538023,123073
longley,511695,106171
longley,514039,100585
longley,513728,104940
longley,513438,103156
longley,515837,103559
longley,556831,96235
longley,565569,101774
longley,576152,109715
longley,555226,133053
longley,556451,139438
longley,442091,150262
longley,440759,107620
longley,447660,106147
longley,586228,142995
longley,615926,153622
longley,615865,168645
longley,638800,156017
longley,631775,145878
longley,545159,150400
longley,547010,143810
longley,543546,151334
longley,550475,144199
longley,543659,146924
longley,543047,144613
longley,547390,171644
longley,553314,167757
longley,552030,166319
longley,555813,162550
longley,593398,159653
longley,635607,167713
longley,641670,163626
longley,579199,135663
longley,572486,128068
longley,556087,138177
longley,538831,157567
longley,492243,97607
longley,498559,104624
longley,513651,133979
longley,510186,105449
longley,511178,99904
longley,510641,101607
longley,533149,161802
longley,636462,164566
longley,630619,169541
longley,630424,164902
longley,634942,151969
longley,630321,151374
longley,625590,152606
longley,627167,156792
longley,458176,91114
longley,463724,81272
longley,432114,84489
longley,518545,127631
longley,504433,123167
longley,505000,129676
longley,512002,130212
longley,533862,127559
longley,541690,127663
longley,506810,118018
longley,546039,155543
longley,543037,147972
longley,440901,115651
longley,438671,115509
longley,431884,131208
longley,566662,137076
longley,564946,143520
longley,539182,157954
longley,541047,160388
longley,584026,126562
longley,580089,124363
longley,557151,117754
longley,555891,115988
longley,600362,142262
longley,603383,142772
longley,601114,145053
longley,596099,146995
longley,599352,149037
longley,550648,142057
longley,551743,141668
longley,576194,108936
longley,576113,107462
longley,579030,106229
longley,495208,368731
longley,459752,403611
longley,448467,396703
longley,354260,336864
longley,349625,344676
longley,355326,337080
longley,356875,341649
longley,347339,275870
longley,427472,298055
longley,424997,300209
longley,425326,300969
longley,424976,302225
longley,426313,299975
longley,403633,276975
longley,405112,289637
longley,485083,157012
longley,404655,278588
longley,406094,283185
longley,411724,284415
longley,395049,290916
longley,405820,279960
longley,409029,302024
longley,409102,301890
longley,402422,302370
longley,403990,307961
longley,399821,306171
longley,354640,271535
longley,347403,278013
longley,401103,290610
longley,412437,283548
longley,380038,215371
longley,414793,93343
longley,419570,101228
longley,414012,96615
longley,507829,256911
longley,504722,246758
longley,504221,250519
longley,495333,257836
longley,505706,248323
longley,518130,239664
longley,504638,225841
longley,501746,225534
longley,504351,227001
longley,509057,220444
longley,503209,225187
longley,481797,165862
longley,486233,163859
longley,484042,169034
longley,486089,169426
longley,487066,158744
longley,488039,165596
longley,492243,184290
longley,498638,182035
longley,495180,174925
longley,482389,183044
longley,491062,177806
longley,490867,176921
longley,409968,343089
longley,408486,343329
longley,412292,349102
longley,495892,188681
longley,498526,188759
longley,493112,188253
longley,485397,197130
longley,483026,202049
longley,502819,207456
longley,507637,213074
longley,509479,209692
longley,491847,210531
longley,522021,203357
longley,520269,224128
longley,516384,202238
longley,520229,210657
longley,512773,207932
longley,522807,212027
longley,503243,253879
longley,491397,170696
longley,482583,181645
longley,535177,183050
longley,467823,153726
longley,517502,358371
longley,524751,357314
longley,278345,60224
longley,560490,269790
longley,562134,267621
longley,557974,268270
longley,553587,288523
longley,559645,283672
longley,555378,289258
longley,553115,291987
longley,552557,285940
longley,518629,264571
longley,528791,273846
longley,520342,294516
longley,545221,263353
longley,518617,251162
longley,518453,301614
longley,512861,303426
longley,514142,302512
longley,568226,194723
longley,569671,190880
longley,565787,189220
longley,571547,186353
longley,575628,195161
longley,581688,187769
longley,572816,213798
longley,582258,196446
longley,570204,204638
longley,605576,231371
longley,601156,223420
longley,540407,197371
longley,541788,210466
longley,549592,205200
longley,543074,208937
longley,542435,212339
longley,548918,213677
longley,550396,210328
longley,548791,212681
longley,594269,198163
longley,582630,187797
longley,608276,220936
longley,621096,231799
longley,623173,227954
longley,624796,227411
longley,608213,234674
longley,551646,227163
longley,580631,190968
longley,581671,191136
longley,586908,192826
longley,583740,187268
longley,585967,190138
longley,588087,190997
longley,585518,184290
longley,585092,184418
longley,590313,185027
longley,565495,179209
longley,557256,180017
longley,625773,311977
longley,618845,316611
longley,618036,316543
longley,626615,314062
longley,652677,313264
longley,644997,318793
longley,640997,318506
longley,642391,319720
longley,642310,320895
longley,619071,338769
longley,626817,339075
longley,635387,320794
longley,640026,316693
longley,634737,318267
longley,623326,306697
longley,620507,306804
longley,624284,305491
longley,568143,333927
longley,571235,342232
longley,563546,324385
longley,620111,241062
longley,621684,244667
longley,570542,247145
longley,565249,249216
longley,569567,250794
longley,564474,247242
longley,654945,287792
longley,652222,298789
longley,652154,297113
longley,653600,288988
longley,649642,296113
longley,569075,188097
longley,569929,189919
longley,567530,193351
longley,560992,195612
longley,564175,192095
longley,620589,230626
longley,584795,190370
longley,650784,308025
longley,608604,344311
longley,610900,343206
longley,562439,292223
longley,567544,260520
longley,608899,267748
longley,607991,272320
longley,646504,272239
longley,653350,288956
longley,649637,294703
longley,597686,203779
longley,596795,204427
longley,548002,223620
longley,600746,271459
longley,591643,310162
longley,639875,310394
longley,458039,339675
longley,392043,215049
longley,386925,216206
longley,390913,210586
longley,386687,208693
longley,385629,211062
longley,555531,172670
longley,449550,111362
longley,207289,234350
longley,209508,240753
longley,524331,427892
longley,522141,435789
longley,254018,301412
longley,314242,176202
longley,307133,379699
longley,304076,387311
longley,303769,383372
longley,303085,385747
longley,306183,251070
longley,262380,196870
longley,260385,200619
longley,285367,382798
longley,289541,378493
longley,283394,382001
longley,293335,192074
longley,286318,187505
longley,278419,178482
longley,303981,201195
longley,295736,201307
longley,300500,195899
longley,297082,192782
longley,315892,174827
longley,320752,170743
longley,313286,168052
longley,321704,174538
longley,338664,340917
longley,338437,345601
longley,278637,378851
longley,278779,383039
longley,284989,385682
longley,532563,180510
longley,384903,128645
longley,382121,131952
longley,412353,435103
longley,405665,433576
longley,433560,331766
longley,435886,331018
longley,463578,517990
longley,452940,518681
longley,453462,522886
longley,446478,515537
longley,450934,519161
longley,449311,517532
longley,452188,523056
longley,453192,515805
longley,448007,520098
longley,445737,519344
longley,441040,514644
longley,448542,513437
longley,443507,511867
longley,443430,514449
longley,443930,515206
longley,442334,520918
longley,444842,517515
longley,445805,519774
longley,443624,518052
longley,449242,515216
longley,438877,519193
longley,440090,520241
longley,439784,519103
longley,442518,519283
longley,439867,518167
longley,440109,510823
longley,443251,514168
longley,357758,482874
longley,362175,475377
longley,348992,488200
longley,407510,551205
longley,446923,540774
longley,443513,539489
longley,426544,528127
longley,430846,530448
longley,426915,524790
longley,427464,521912
longley,431409,527567
longley,424666,522003
longley,422859,529158
longley,427060,530349
longley,422135,529732
longley,433867,583395
longley,315095,258791
longley,310935,261963
longley,311876,266567
longley,326167,305456
longley,324621,304119
longley,384558,88213
longley,371418,164388
longley,364362,161886
longley,394729,222727
longley,388067,222361
longley,395389,222345
longley,354919,216427
longley,355843,213846
longley,356326,211706
longley,357505,212515
longley,382888,216138
longley,385846,214135
longley,380353,211454
longley,383214,217745
longley,387708,220331
longley,386993,218476
longley,384024,217355
longley,383426,220215
longley,388335,219362
longley,387717,218377
longley,385312,221786
longley,388415,217845
longley,380614,214562
longley,428925,526722
longley,405238,272458
longley,386976,251286
longley,402649,242239
longley,403398,240087
longley,402421,246810
longley,459154,203283
longley,457243,201171
longley,456078,200298
longley,455741,204391
longley,454616,206053
longley,448141,201665
longley,452449,211417
longley,474718,200458
longley,475011,202205
longley,447525,195246
longley,463266,186669
longley,437852,189028
longley,438827,184819
longley,421909,152180
longley,427744,148341
longley,404143,161588
longley,394029,172880
longley,383912,182202
longley,415970,123811
longley,413160,117614
longley,422627,116931
longley,421751,117783
longley,416432,116688
longley,409228,137012
longley,397947,126655
longley,390938,124607
longley,381513,159236
longley,391991,146959
longley,414475,187718
longley,413149,185696
longley,414508,185321
longley,415022,242753
longley,627420,271144
longley,381437,405394
longley,489356,185459
longley,404578,493251
longley,401613,494313
longley,532883,183946
longley,362777,353205
longley,435131,390362
longley,385468,121549
longley,393432,104313
longley,390300,107920
longley,387264,106471
longley,435197,387709
longley,342115,375095
longley,463068,514638
longley,426530,87391
longley,436872,387730
longley,437471,383132
longley,432222,381747
longley,472627,105329
longley,329021,364575
longley,447356,518138
longley,520778,231455
longley,521045,224538
longley,542444,207710
longley,543741,211146
longley,397946,306618
longley,576358,151720
longley,587453,161926
longley,578124,166278
longley,181618,62547
longley,337015,331018
longley,446480,544732
longley,508954,174775
longley,402324,93143
longley,421884,403444
longley,421925,407750
longley,577172,148821
longley,574601,156762
longley,576199,153299
longley,381688,258701
longley,448298,513912
longley,453707,384908
longley,454461,384400
longley,405160,288991
longley,408958,285059
longley,486273,306022
longley,438951,265032
longley,582338,135561
longley,407224,431418
longley,502698,454491
longley,500919,455924
longley,501827,424120
longley,430505,402424
longley,436026,410817
longley,433825,397464
longley,445977,389034
longley,470683,194670
longley,473894,185475
longley,473128,186218
longley,470331,191943
longley,473876,322418
longley,544045,103049
longley,540999,104430
longley,549315,109233
longley,551085,116591
longley,554147,109798
longley,552314,111875
longley,554501,117255
longley,551799,117481
longley,529375,177553
longley,449459,301066
longley,433650,379118
longley,437327,378025
longley,436634,380835
longley,429350,381669
longley,429623,374438
longley,340977,446515
longley,445499,128896
longley,450138,130180
longley,458145,511061
longley,460923,513153
longley,506361,374513
longley,502047,382454
longley,506601,385696
longley,507535,386588
longley,463313,450853
longley,459530,444202
longley,445466,118472
longley,630116,156188
longley,624677,156654
longley,632785,159105
longley,629487,161927
longley,630182,145809
longley,409135,426727
longley,601593,170520
longley,420902,348079
longley,253427,368825
longley,249872,368867
longley,374520,392529
longley,358482,506080
longley,534978,133753
longley,532378,127819
longley,540838,135157
longley,536124,135020
longley,406166,185216
longley,383017,397932
longley,379778,396599
longley,394270,302040
longley,394361,399178
longley,395529,394695
longley,490349,508846
longley,322432,175129
longley,193089,47804
longley,192484,49002
longley,501825,426746
longley,405290,439150
longley,451689,346776
longley,511635,181931
longley,516233,177974
longley,522225,176825
longley,262733,686427
longley,263238,682484
longley,282117,690937
longley,300092,718990
longley,293194,715546
longley,515891,170127
longley,522970,172562
longley,295103,824428
longley,303682,827034
longley,185201,886514
longley,186239,887285
longley,304558,855725
longley,304108,861849
longley,302376,860716
longley,308867,854795
longley,356368,1007370
longley,479278,169983
longley,481768,173975
longley,481658,167395
longley,479348,168541
longley,477468,167888
longley,475023,169292
longley,481578,168440
longley,534427,199238
longley,532659,199855
longley,480654,259724
longley,478552,263067
longley,480276,264487
longley,476318,261254
longley,477254,260477
longley,411470,841918
longley,417945,843269
longley,402114,849203
longley,375958,777481
longley,473202,256919
longley,472903,264169
longley,362390,174237
longley,470583,122671
longley,462156,104216
longley,467254,96690
longley,466108,100420
longley,464253,95872
longley,358283,177446
longley,346419,312183
longley,531346,140338
longley,533140,145299
longley,529408,148159
longley,454487,390526
longley,505206,430293
longley,505346,433216
longley,502010,428902
longley,517100,444723
longley,471961,452087
longley,481526,455487
longley,518651,468336
longley,334386,101355
longley,339311,102393
longley,499490,407753
longley,506013,403905
longley,506140,401336
longley,477028,150299
longley,454243,423072
longley,453185,417712
longley,452698,417018
longley,447848,419340
longley,496034,366319
longley,406504,438745
